pas accuracy,shooting,age,free_kick_accuracy,ball_control,balance,vision,jumping,strength,positioning,crossing,heading_accuracy,finishing
65,25,21,27,48,58,39,55,64,44,51,58,22
73,55,19,38,58,75,43,68,47,49,51,34,62
63,45,24,32,60,72,56,82,74,53,43,48,46
76,57,18,28,54,70,52,58,55,62,33,49,60
69,54,20,42,59,72,55,75,56,60,49,48,59
45,23,35,27,26,59,30,74,78,25,20,70,17
65,30,20,32,40,75,32,56,57,48,58,47,30
66,50,26,50,61,62,58,56,49,48,55,39,50
64,36,18,43,62,76,58,67,49,38,38,54,36
59,56,22,14,18,42,30,59,49,8,14,14,8
62,34,24,21,56,64,53,72,65,30,45,54,31
63,36,21,58,55,63,42,74,66,50,56,54,32
67,50,25,29,58,67,56,53,59,51,58,40,48
57,24,22,24,34,58,35,71,71,23,24,63,20
73,50,21,40,55,70,51,57,56,55,45,51,52
58,35,32,30,63,58,67,53,41,33,52,42,29
75,57,20,32,55,54,38,63,68,57,55,59,59
68,62,21,41,63,66,49,65,73,61,59,55,63
65,55,20,12,14,46,37,57,51,6,14,9,9
64,48,27,51,65,65,54,60,41,56,54,41,48
79,43,21,40,59,76,47,55,70,52,55,45,42
58,59,20,13,10,55,41,68,53,14,13,13,12
73,57,21,32,59,76,47,62,47,59,49,53,62
63,33,19,31,56,83,52,44,62,40,42,49,25
56,60,34,16,31,55,41,48,51,12,28,34,15
71,57,22,38,55,65,51,57,66,60,56,53,59
78,46,20,46,60,69,55,51,56,47,46,41,45
62,45,20,48,57,74,55,62,43,54,45,57,38
67,53,20,23,60,62,44,69,77,59,25,62,55
55,46,24,37,59,60,46,58,58,44,43,58,43
66,38,22,28,51,59,31,66,64,30,29,51,39
53,60,28,32,63,60,52,61,62,58,34,66,59
62,60,24,14,18,46,18,63,75,15,12,14,13
61,52,21,35,59,51,37,65,62,28,24,63,52
69,37,20,40,61,71,61,52,44,44,56,31,38
57,22,20,26,41,65,34,77,76,21,21,63,18
71,46,23,60,55,74,54,66,51,50,59,47,39
71,59,23,39,52,59,42,71,76,55,45,55,60
64,56,22,14,21,43,37,54,49,7,15,13,15
75,49,20,46,63,65,54,55,62,54,44,47,45
66,41,19,61,57,55,54,51,64,52,60,37,33
67,58,26,58,60,57,51,65,68,56,58,58,55
62,41,20,45,57,80,42,64,46,35,42,56,34
72,50,19,38,57,69,48,73,62,54,53,41,56
68,56,21,68,57,66,52,55,70,32,41,54,57
63,59,19,11,11,26,28,61,55,6,15,15,7
65,52,31,48,59,82,56,34,54,56,53,54,53
65,28,22,26,59,63,43,66,70,37,52,54,25
54,40,18,43,60,64,62,54,62,42,45,51,34
58,57,35,11,19,52,50,44,69,12,17,12,11
61,57,25,31,54,57,37,80,79,62,45,52,52
56,46,19,37,58,65,58,59,67,63,40,42,44
79,56,19,29,61,63,42,77,69,60,30,57,60
55,60,33,13,15,29,50,55,80,14,14,12,12
63,55,35,12,10,51,52,56,56,13,13,14,19
73,42,20,38,55,70,63,61,64,54,53,47,36
67,39,22,31,56,64,54,65,62,55,49,51,32
59,59,28,18,23,57,20,66,58,14,12,15,15
60,57,27,12,22,46,41,35,63,13,15,12,14
68,48,22,43,63,68,61,61,57,56,38,50,44
54,28,19,28,45,50,30,75,76,26,30,56,23
71,50,21,41,59,66,52,57,74,54,52,49,43
55,40,19,41,65,76,51,58,48,28,45,53,34
74,55,17,49,66,71,51,47,46,52,60,45,58
58,59,36,20,29,35,39,58,67,17,23,28,18
63,38,23,33,48,61,49,67,76,54,43,65,34
63,30,19,28,60,75,31,62,57,51,62,44,31
61,32,19,41,41,72,39,57,51,52,58,55,30
62,62,20,42,56,75,54,65,38,58,39,62,63
67,58,23,29,56,69,53,67,60,59,32,57,58
66,30,22,34,55,65,32,60,63,32,55,55,27
59,65,33,12,15,48,24,58,67,6,11,13,7
65,54,19,34,56,75,54,69,58,62,56,48,58
64,58,22,40,60,64,44,65,58,54,33,64,60
66,48,21,42,60,79,60,47,55,53,52,38,50
57,33,18,32,41,62,36,67,68,32,32,60,30
60,52,37,9,24,63,35,49,72,17,17,14,12
77,51,25,45,63,93,52,59,32,48,48,42,49
71,53,29,50,60,70,62,63,57,58,46,46,53
58,27,19,32,54,61,34,64,57,37,41,57,23
49,39,21,45,61,58,49,64,58,40,47,51,32
44,43,25,39,55,52,41,60,69,43,54,57,37
52,33,19,36,48,64,39,74,49,24,28,56,28
60,58,26,11,23,50,31,58,64,12,16,11,13
56,65,28,14,22,33,26,54,71,11,10,11,18
79,43,19,38,57,89,54,63,44,55,63,33,45
64,59,18,11,16,44,27,63,38,4,11,12,7
78,53,23,42,58,74,49,52,48,46,60,41,54
64,46,19,44,61,63,58,68,69,43,56,58,44
72,51,22,38,62,71,66,59,59,60,46,47,56
34,33,31,35,52,47,38,68,89,23,39,60,24
80,52,20,36,59,81,50,51,26,52,49,42,55
59,57,27,12,14,33,34,54,42,12,18,20,11
72,48,19,32,57,75,55,71,64,51,35,52,43
77,61,17,30,62,81,51,64,32,59,48,51,64
70,56,23,26,60,63,64,61,77,45,27,65,63
59,58,17,37,53,69,48,60,56,55,40,65,61
48,32,21,33,42,47,29,71,70,25,30,57,27
77,51,25,46,59,69,51,63,61,56,56,42,48
64,55,25,55,64,56,57,64,66,47,51,53,54
67,56,27,55,53,74,58,59,51,57,56,54,51
62,50,26,57,58,63,48,73,71,57,56,45,49
67,56,22,29,55,70,55,83,60,58,48,53,59
76,39,18,29,49,52,29,68,80,34,36,59,29
58,58,27,21,28,57,32,53,56,8,21,17,22
71,35,18,39,45,62,40,60,58,51,52,51,33
55,25,23,27,45,38,40,72,75,19,31,52,18
72,32,19,26,60,66,43,60,63,47,57,43,30
67,31,21,31,52,76,37,70,64,30,46,53,28
67,55,19,58,64,68,58,53,57,52,57,40,51
62,58,20,14,18,55,18,53,65,13,22,23,14
57,58,27,12,23,53,27,62,54,7,12,12,8
68,43,20,45,57,66,55,61,58,44,59,48,37
61,59,21,14,15,40,29,55,61,8,14,14,8
57,40,24,49,61,73,52,63,54,31,53,56,35
64,50,19,60,63,82,50,88,41,57,60,43,41
62,61,19,11,17,47,32,64,49,7,12,12,9
67,51,19,43,66,70,57,44,51,46,56,48,48
60,57,23,21,23,30,13,64,74,19,20,18,14
67,33,18,44,63,64,48,63,49,51,59,49,29
67,54,30,11,22,28,33,58,70,16,17,14,15
55,57,28,9,34,39,20,37,77,12,9,10,17
66,26,20,29,54,89,36,87,34,31,52,52,19
71,34,19,36,55,87,29,47,31,49,62,48,30
68,56,19,29,57,62,48,69,86,56,31,59,59
75,36,20,40,60,66,45,69,58,37,56,50,26
61,47,20,42,63,68,60,72,58,46,53,46,49
58,59,36,10,18,32,28,56,64,15,12,13,15
74,55,20,51,60,71,58,73,64,56,58,53,57
66,47,18,46,63,70,61,60,66,42,41,49,44
63,57,21,11,26,55,29,54,69,14,14,18,12
66,30,18,31,49,56,34,67,60,27,29,57,25
57,64,34,10,23,32,32,50,51,12,10,9,9
60,63,24,45,66,80,47,42,36,46,51,40,68
64,56,24,58,56,56,56,57,59,54,55,52,53
68,56,22,54,61,70,58,64,56,59,49,54,55
79,56,19,42,64,79,44,64,45,48,52,42,58
62,25,18,29,52,56,29,75,61,28,55,59,23
50,44,20,45,56,60,49,60,57,55,52,60,34
63,58,27,13,16,37,26,57,52,8,12,12,15
73,58,23,35,61,77,45,71,56,53,54,48,58
55,63,21,11,16,47,34,51,54,5,19,14,7
64,51,19,48,68,67,59,54,41,42,56,41,51
79,62,18,43,63,65,42,48,72,43,70,42,62
60,53,21,14,26,49,24,51,72,13,15,20,19
70,51,19,41,65,90,53,85,32,40,50,41,53
60,33,26,41,40,66,43,64,57,48,47,54,32
65,46,21,47,62,90,60,52,32,42,49,31,42
51,23,21,27,25,54,33,46,69,21,31,60,19
64,53,19,42,58,63,55,59,64,49,44,49,58
50,57,31,60,57,54,59,48,49,54,57,52,57
49,26,22,27,45,55,32,70,65,23,22,56,23
71,56,23,52,57,71,49,60,50,63,40,53,58
48,23,21,21,33,50,34,70,66,27,26,48,17
73,38,19,30,58,77,40,61,45,51,54,52,34
69,29,22,26,54,61,46,72,70,41,42,59,27
78,53,21,37,57,67,41,65,61,54,46,53,53
61,26,20,24,48,38,32,68,78,20,24,60,24
70,39,18,42,55,52,46,64,41,52,59,47,41
59,55,21,15,20,47,17,51,72,18,21,13,18
56,61,27,18,15,54,44,65,59,11,17,16,13
78,59,20,62,59,70,51,62,48,47,41,47,60
59,42,28,41,61,58,61,62,66,56,56,43,36
58,25,22,26,56,61,44,73,65,33,35,53,23
64,48,19,15,24,49,27,56,66,11,15,15,19
72,48,20,40,60,59,51,55,70,49,49,61,44
72,57,20,32,53,60,48,60,65,55,28,57,59
63,30,16,32,47,65,37,68,55,24,33,64,27
76,32,21,30,54,78,37,73,66,44,43,55,27
58,46,29,13,17,42,53,48,41,6,11,12,16
65,54,20,56,59,75,54,56,47,57,58,46,55
57,59,27,14,17,18,23,44,69,9,14,19,10
67,50,17,49,55,61,60,56,48,49,53,48,50
71,58,18,37,60,68,49,65,50,55,35,53,62
74,57,21,38,63,69,52,39,60,53,56,40,57
76,45,19,49,62,68,49,59,60,47,54,37,43
68,40,26,31,53,62,38,66,77,52,53,64,32
59,59,17,14,19,45,22,57,54,5,11,14,5
57,55,21,21,25,22,57,57,43,22,19,33,13
64,34,22,33,57,79,59,64,48,60,66,36,44
77,50,21,37,56,72,48,47,56,47,55,36,53
64,54,22,45,56,67,52,58,59,54,58,53,42
69,53,19,33,57,66,51,37,62,65,51,48,58
36,24,34,23,32,62,23,78,74,23,23,40,23
58,30,22,26,33,51,29,69,72,28,33,47,26
66,57,20,43,56,64,55,62,61,52,36,59,60
65,38,29,39,49,56,42,50,65,45,54,51,38
70,51,19,24,60,68,50,66,53,57,46,42,50
65,58,19,33,52,70,44,67,66,51,33,56,61
67,41,19,20,49,59,30,70,73,34,51,59,39
67,39,24,33,58,88,37,73,70,60,53,55,27
51,31,24,30,52,53,43,55,68,44,43,59,29
69,56,22,33,57,63,47,51,54,56,25,52,63
62,38,23,33,61,66,50,53,76,58,42,68,33
68,51,19,42,50,57,45,63,53,53,44,48,52
87,41,23,46,60,77,60,77,77,56,54,22,35
62,49,25,33,61,57,55,64,41,52,30,57,48
87,44,18,37,58,68,49,57,54,48,51,30,46
58,59,26,12,20,28,25,39,70,16,15,17,14
61,56,22,21,38,39,31,50,50,9,14,35,21
61,54,32,50,55,59,60,64,74,55,52,55,52
64,25,23,25,42,66,28,74,63,23,25,55,23
57,64,19,11,15,49,36,63,34,5,13,14,7
58,61,36,12,18,50,37,64,40,6,13,13,9
63,30,24,26,57,58,47,69,64,48,27,54,30
55,43,24,49,58,61,52,58,74,53,54,42,27
76,44,17,39,57,69,49,43,58,57,46,32,47
68,61,19,41,54,83,58,51,34,49,58,48,61
66,46,21,39,62,85,54,81,35,51,56,37,46
68,48,19,47,61,41,56,53,67,54,51,60,46
73,31,22,23,56,66,51,72,74,31,55,56,25
63,28,21,26,49,59,38,70,65,26,38,52,28
88,56,18,37,55,63,39,74,57,48,48,50,60
56,54,23,12,20,50,37,60,47,7,14,12,7
61,53,20,12,20,50,15,36,69,14,17,13,10
58,58,19,12,13,33,33,56,61,4,13,13,8
55,56,30,12,14,46,48,60,45,6,11,11,8
46,41,26,30,49,49,41,59,66,44,36,58,37
73,43,23,39,58,56,43,65,58,48,56,52,38
66,40,25,38,64,76,55,52,49,50,54,40,39
69,57,19,66,60,83,52,35,38,52,56,49,57
90,43,20,34,53,75,49,48,45,59,52,36,40
58,53,21,45,64,63,51,39,55,51,63,43,54
62,33,22,28,52,60,38,68,73,30,40,50,26
65,59,22,30,54,68,51,60,57,53,44,56,61
58,58,19,11,11,21,39,43,71,8,10,12,2
63,32,22,33,51,77,51,73,47,47,54,45,26
61,29,17,30,48,62,24,64,60,24,26,56,24
71,25,23,35,46,76,31,63,56,42,46,41,23
58,43,19,51,64,71,65,59,45,43,57,49,40
67,35,20,33,51,70,35,58,47,45,51,52,34
63,45,20,46,55,59,48,63,57,59,41,55,34
79,42,20,36,62,93,49,90,57,51,55,46,40
78,41,18,43,55,90,42,51,36,50,56,21,40
61,33,28,33,51,77,32,71,57,25,56,45,31
59,26,24,25,31,60,30,65,69,27,27,61,21
88,49,19,35,58,73,45,38,70,46,47,41,49
73,27,20,31,56,59,39,77,59,55,46,44,25
51,51,32,46,56,64,57,77,62,53,59,57,49
63,37,27,33,52,89,36,76,48,44,58,48,32
60,59,17,39,57,70,46,67,52,53,40,63,65
54,23,33,30,38,50,34,41,82,36,24,60,17
56,57,29,12,17,28,26,58,38,6,13,14,6
51,32,22,35,39,48,37,70,67,27,38,63,27
53,55,21,40,58,60,52,51,51,52,43,48,52
67,58,23,29,55,68,41,72,62,57,43,51,62
79,39,22,32,56,79,55,66,54,48,62,48,39
57,27,19,30,30,49,34,54,69,24,30,59,20
48,27,19,28,38,39,30,36,84,21,24,60,19
64,52,21,15,24,60,22,50,52,18,18,18,12
90,27,22,28,47,86,35,69,57,49,45,41,28
59,52,25,55,60,60,59,49,54,56,55,48,51
88,53,23,39,56,68,53,40,59,56,43,40,52
45,27,29,24,40,35,31,50,86,26,24,61,25
78,55,20,61,57,77,56,52,61,58,50,44,56
85,50,21,42,61,86,57,62,49,56,42,41,47
59,56,26,13,16,37,25,46,53,6,20,14,12
59,53,17,42,58,61,59,52,59,47,49,48,51
74,42,19,43,50,81,56,84,41,44,46,44,42
55,31,18,37,41,64,31,72,64,32,33,60,26
60,37,19,43,57,73,52,60,60,40,38,43,32
62,48,22,39,51,55,46,49,57,44,57,46,49
66,48,20,45,58,60,60,56,65,50,52,50,47
50,28,19,27,36,56,31,60,60,31,26,55,21
64,25,22,26,52,72,37,59,71,42,49,55,24
62,57,22,59,55,72,55,51,48,52,54,39,53
60,25,25,27,36,69,27,77,70,28,29,55,19
80,57,23,61,60,73,46,82,48,53,54,46,57
71,25,27,29,45,73,37,87,60,29,36,60,21
65,26,22,27,46,55,32,67,68,29,37,54,22
61,55,18,28,53,38,54,53,77,55,64,52,59
54,54,19,61,70,65,52,56,32,48,62,45,50
77,27,20,31,60,80,42,57,47,53,48,37,28
69,31,21,34,46,79,37,55,42,45,52,48,26
47,28,21,26,51,53,42,71,63,36,26,59,23
74,54,18,45,60,72,49,48,59,51,52,39,53
67,25,27,26,45,53,33,72,67,35,43,55,15
59,55,18,8,12,29,23,56,60,6,8,14,5
74,54,21,53,59,79,57,49,70,53,56,40,52
55,60,24,33,60,69,60,70,52,52,30,63,68
76,55,17,43,61,73,52,40,47,60,45,30,58
67,37,23,25,43,67,39,61,60,31,25,50,35
68,39,18,40,54,68,46,62,58,44,58,52,30
64,38,21,39,54,74,48,61,67,41,41,63,33
74,41,17,40,62,91,60,68,30,58,55,36,37
63,49,18,49,57,61,53,57,62,52,48,57,44
63,52,19,14,15,42,21,57,63,14,14,18,14
58,43,20,50,65,70,57,60,48,43,45,44,44
62,54,24,15,21,55,20,53,55,12,16,19,14
72,35,22,33,59,84,35,64,52,46,49,59,31
62,59,26,22,19,40,22,55,24,11,19,14,11
57,59,22,14,13,39,21,51,66,5,11,12,7
83,45,19,35,58,81,46,63,49,53,52,37,47
54,61,22,16,19,55,27,59,59,18,15,17,15
74,46,23,41,55,55,46,71,60,55,37,53,49
77,51,20,50,58,70,53,45,45,52,54,43,51
59,31,21,37,39,51,35,74,58,32,34,57,26
62,29,26,23,49,64,28,60,71,26,29,52,22
41,43,27,40,54,34,43,52,73,44,52,57,40
70,30,21,32,44,63,29,67,62,28,27,52,22
58,56,23,13,23,25,20,34,36,10,12,13,11
68,46,19,42,59,74,57,62,57,54,39,53,43
77,57,23,39,54,70,48,48,48,55,51,55,55
56,27,28,29,31,34,33,67,79,29,22,65,23
76,50,18,34,62,83,46,58,37,53,49,33,51
33,46,32,58,44,65,39,69,72,45,49,59,35
63,59,27,38,56,76,47,69,56,56,38,57,63
59,56,21,18,17,33,48,53,80,14,14,14,18
56,57,24,32,49,39,46,42,79,60,27,64,61
52,34,23,38,46,46,30,63,74,22,35,61,28
85,40,23,50,58,80,42,48,44,54,60,29,34
59,30,29,37,54,55,46,57,65,34,45,66,25
55,64,29,42,48,62,46,52,32,63,45,62,68
66,41,27,35,41,93,44,74,48,54,56,48,39
62,44,24,39,51,63,52,53,70,51,52,56,44
70,55,19,30,54,61,49,62,52,60,30,53,60
50,58,21,33,56,32,44,49,90,54,24,64,60
68,58,21,43,55,63,43,57,61,58,43,54,61
58,37,19,35,53,40,39,59,70,44,56,63,29
70,52,19,42,61,77,54,53,52,53,52,50,53
60,48,20,48,58,61,62,52,50,53,42,45,49
62,61,20,34,54,73,50,65,40,53,37,68,64
64,55,20,46,58,69,55,53,71,61,35,47,59
63,57,19,30,58,82,63,63,56,56,31,57,60
67,43,21,55,58,72,62,43,63,38,60,31,40
59,27,28,28,31,63,35,64,70,22,32,65,21
66,51,30,41,52,67,51,65,73,59,54,52,50
56,26,26,23,33,58,31,78,80,25,25,59,23
69,47,22,37,55,75,58,46,58,53,61,45,45
65,54,21,45,61,71,55,56,50,51,58,54,54
55,54,21,50,65,58,55,57,68,55,53,52,52
66,59,23,29,55,53,46,71,63,55,35,60,66
59,65,18,12,18,26,27,30,64,7,13,14,7
58,61,31,32,54,72,40,65,36,58,30,64,64
58,56,18,14,17,44,28,48,59,7,11,15,10
56,56,29,19,16,45,22,43,43,12,19,18,15
69,32,20,33,49,65,38,68,63,32,47,58,24
67,57,20,40,62,72,51,37,42,50,60,39,59
78,58,23,61,48,70,47,48,56,61,50,52,62
68,56,23,32,57,69,50,37,62,50,54,37,56
66,26,26,40,48,65,42,57,56,41,50,55,20
65,47,20,32,60,65,46,61,61,53,61,44,47
78,55,28,59,56,74,41,64,60,57,49,56,58
57,57,19,46,60,65,61,60,56,57,47,47,58
59,28,20,29,49,50,33,75,65,26,23,61,26
52,49,19,49,68,65,55,58,56,41,52,48,46
67,21,20,21,54,57,38,76,68,19,49,53,17
60,32,19,35,40,42,37,63,47,51,46,53,30
74,44,17,43,57,74,52,58,60,48,52,42,44
58,36,22,29,48,48,39,53,83,41,51,60,30
64,57,27,14,17,49,30,52,52,10,13,13,11
61,57,21,18,24,47,22,58,50,17,15,22,13
77,42,23,35,58,78,56,62,54,44,55,37,39
62,20,20,25,32,60,27,70,69,20,20,52,12
59,57,31,13,19,46,46,57,45,6,11,13,8
65,53,26,44,64,92,47,55,33,43,55,46,49
75,43,18,40,62,62,63,36,29,56,38,23,44
73,47,28,46,55,75,53,56,61,58,55,47,54
59,56,19,12,25,31,12,58,43,12,11,18,13
54,24,20,28,49,61,36,60,73,35,32,54,25
63,27,18,29,53,60,30,65,54,28,51,62,21
67,48,17,43,59,76,56,52,46,54,53,40,46
67,52,26,39,54,71,42,64,58,46,58,54,59
64,38,20,38,54,65,63,58,58,43,51,42,36
64,57,30,30,55,51,57,57,63,57,52,54,58
71,61,20,29,59,73,47,64,52,48,33,53,63
62,57,28,32,47,61,42,68,70,58,51,62,58
88,53,18,40,64,81,48,54,56,52,45,47,54
67,53,24,30,55,67,52,55,58,61,55,48,57
53,47,24,48,62,80,55,64,47,53,48,57,34
57,38,18,30,45,48,36,70,61,27,28,59,40
61,51,25,65,60,93,56,74,62,52,57,46,50
67,30,25,31,42,63,35,81,72,41,35,61,29
68,57,23,33,58,67,52,52,63,58,57,36,54
69,43,21,45,60,72,51,64,52,52,44,53,33
65,37,20,30,44,63,35,67,66,39,52,55,28
55,29,19,29,45,66,30,72,57,25,35,58,24
68,44,24,35,62,80,42,57,65,57,41,45,31
61,57,20,16,19,35,31,57,66,12,12,16,13
58,55,20,10,23,41,33,64,44,11,21,22,20
79,58,19,32,50,55,46,66,63,54,23,54,61
51,58,19,36,55,52,52,64,63,59,39,58,61
58,50,25,50,60,66,57,56,58,42,52,42,48
55,59,23,35,59,63,54,62,66,50,36,61,61
65,46,27,36,49,64,45,58,76,39,36,58,45
49,33,24,29,51,52,37,60,66,29,48,54,30
77,57,21,42,61,68,46,50,47,53,37,54,59
65,30,20,32,41,75,40,55,47,54,55,53,27
62,36,24,42,56,73,50,57,62,34,34,52,29
70,56,17,29,64,64,42,66,60,58,44,52,60
72,47,20,42,58,66,58,72,58,50,41,42,40
69,24,24,27,57,59,33,72,73,24,38,54,18
62,57,21,13,20,56,32,58,63,11,14,13,12
70,48,18,38,57,75,57,67,54,55,51,39,48
64,46,19,56,63,71,66,53,32,56,50,54,43
62,36,18,38,63,90,56,30,32,49,29,29,34
58,38,20,43,61,65,43,54,73,45,34,46,31
63,48,22,34,60,78,51,60,63,50,43,44,48
62,25,30,24,30,75,31,66,46,30,28,41,21
71,53,22,40,59,68,56,60,66,51,42,49,48
56,60,24,13,16,24,36,48,83,10,12,13,11
59,52,23,28,58,58,48,78,76,50,31,47,45
63,44,22,32,53,68,33,61,58,33,49,55,42
53,31,18,26,32,57,29,83,66,25,31,55,29
73,27,22,39,66,51,29,63,67,52,49,35,17
69,58,21,30,54,60,51,57,63,54,33,58,63
67,44,23,27,55,64,40,68,64,50,60,42,39
76,54,17,50,65,72,53,61,57,61,51,51,45
68,55,19,41,61,72,59,54,52,44,42,43,55
55,28,19,23,45,48,34,70,70,40,26,64,26
61,61,17,46,69,58,49,48,50,53,58,43,66
56,57,18,8,19,23,23,47,64,4,7,7,4
57,61,24,9,16,39,14,68,57,12,10,14,17
58,56,23,17,22,43,40,47,66,13,12,17,19
65,35,22,28,45,63,33,49,70,24,33,60,25
69,60,23,39,59,95,52,58,28,47,32,49,63
58,56,19,12,18,38,25,62,67,11,14,15,12
63,26,17,31,43,56,35,71,73,28,31,55,20
41,56,22,35,58,34,50,35,79,59,42,63,57
58,58,19,13,19,23,27,45,60,7,11,13,8
79,36,21,33,51,82,36,60,59,47,51,46,32
56,42,23,36,64,69,56,66,58,41,49,54,40
80,54,22,51,58,76,47,62,44,34,39,41,57
55,29,19,32,40,60,31,65,70,23,34,52,23
77,33,19,29,45,51,32,33,79,36,54,51,32
55,27,27,30,30,36,30,71,83,29,19,47,24
61,55,28,19,18,39,47,58,70,11,11,14,18
74,48,22,35,58,61,60,53,52,53,63,36,51
72,52,21,36,55,65,45,47,72,54,60,42,54
47,45,27,29,50,55,28,67,75,24,47,54,39
57,30,20,34,38,72,28,74,45,28,33,57,26
61,52,32,11,17,50,42,61,69,19,13,18,15
54,26,21,28,44,56,42,68,69,30,29,61,23
76,52,21,44,58,91,53,91,35,52,50,34,53
60,57,25,13,11,47,53,64,73,7,13,12,8
79,57,19,45,60,63,55,59,52,51,44,51,62
76,57,16,42,55,86,51,65,41,58,46,54,60
61,50,30,44,54,64,53,56,68,55,63,51,49
73,38,26,28,58,80,39,61,64,44,60,47,36
81,48,19,37,59,94,43,47,31,62,50,35,48
59,56,21,12,10,42,42,61,45,12,11,15,16
58,61,17,12,18,48,31,64,46,6,17,11,8
69,56,25,27,54,66,51,59,84,58,38,60,57
77,51,23,55,56,56,58,52,60,51,53,40,45
55,61,18,42,68,45,55,38,45,54,54,47,65
60,33,18,39,41,75,36,58,43,53,57,52,30
73,33,21,38,59,74,31,61,56,49,55,42,34
61,58,28,54,55,57,51,79,64,44,57,65,61
56,34,22,35,56,78,61,40,56,34,48,61,23
58,56,20,13,16,51,38,51,65,17,21,15,14
67,47,21,40,62,84,61,82,57,53,51,51,50
57,42,22,30,56,55,52,65,68,33,53,56,37
65,45,19,44,57,66,48,58,56,56,42,58,34
63,29,20,32,34,77,33,71,45,33,36,58,24
64,45,21,12,14,40,22,54,61,7,12,16,16
56,61,18,32,56,72,50,69,39,56,35,60,67
68,45,20,37,50,80,55,57,40,58,58,44,41
55,29,24,30,35,47,29,73,84,28,26,71,24
69,60,22,38,58,59,62,72,61,59,57,65,63
68,42,23,34,56,68,50,39,55,52,62,48,38
63,56,21,12,12,21,13,27,66,10,12,16,17
61,30,22,29,38,69,34,73,59,29,28,64,28
57,40,20,43,55,78,44,64,65,42,43,51,33
60,56,21,20,25,41,19,45,34,15,13,16,20
74,41,26,38,62,70,42,76,67,44,56,58,35
59,43,19,48,52,61,50,63,50,59,46,60,32
64,42,22,45,63,67,49,68,77,42,45,51,37
54,29,20,24,39,59,32,72,62,29,25,55,23
59,46,18,45,63,76,53,51,42,61,52,52,42
70,37,25,39,49,62,48,82,55,53,49,49,33
77,55,22,27,60,69,52,54,49,48,47,42,53
63,44,23,40,51,76,48,74,38,51,50,55,37
69,51,20,51,61,78,47,63,56,44,56,42,50
57,25,31,20,26,51,30,66,80,20,21,49,23
58,51,23,15,20,53,33,60,40,12,14,17,10
59,39,20,28,54,68,45,58,53,37,53,41,36
55,45,19,33,60,56,45,58,75,50,38,60,44
84,56,21,30,49,63,39,71,61,60,37,52,58
85,47,19,48,55,49,46,43,57,53,61,28,45
64,52,25,45,49,63,45,34,66,46,49,50,52
64,52,19,34,54,67,62,69,57,57,48,56,55
81,58,18,29,57,77,42,56,60,51,29,49,60
58,47,19,64,58,68,50,63,48,31,41,59,47
57,55,23,15,27,27,51,56,63,13,22,15,9
54,28,23,31,35,68,32,71,53,24,26,57,22
64,43,20,39,61,71,55,59,57,54,40,42,39
90,49,22,34,53,60,41,50,61,51,52,33,47
67,44,20,38,47,75,42,66,51,48,40,50,44
66,49,20,52,59,75,55,46,37,53,54,26,50
75,46,19,53,61,78,42,40,62,48,56,46,45
85,34,19,21,55,65,49,70,55,48,52,49,28
61,59,17,12,12,41,36,64,49,4,14,10,5
70,40,23,45,61,68,53,61,62,39,46,48,40
46,54,30,59,60,49,63,62,67,51,60,60,52
61,26,25,29,40,50,28,76,75,24,23,60,18
75,54,22,67,55,63,52,50,32,54,59,36,48
72,25,22,32,50,73,30,59,55,45,54,35,23
68,58,19,43,58,67,53,65,65,53,41,39,64
79,47,21,45,58,73,47,39,46,51,57,43,48
66,55,18,41,64,74,49,55,41,53,61,47,58
58,32,25,37,37,86,41,56,48,40,42,49,30
60,43,20,38,55,66,50,50,63,60,45,30,43
73,52,19,30,57,71,54,52,53,50,55,44,55
56,57,20,13,17,44,24,68,59,20,21,18,16
72,41,20,50,56,67,58,50,56,51,60,34,36
58,55,24,10,24,68,25,72,62,13,13,20,10
69,33,19,34,64,66,42,58,60,38,63,47,34
68,31,18,37,45,73,44,62,42,48,55,51,28
46,45,25,43,55,79,50,62,44,57,68,58,37
73,57,28,47,55,65,46,66,56,55,42,60,62
61,57,21,55,61,80,57,53,44,39,64,33,59
59,55,20,13,25,61,29,60,51,19,16,15,16
54,61,18,14,13,32,25,56,40,4,12,11,9
64,34,19,32,48,62,38,58,62,42,54,42,28
79,52,21,29,55,77,46,69,60,60,35,54,54
59,60,18,10,11,46,26,58,44,7,12,13,7
50,29,22,29,46,58,30,68,77,30,28,55,22
58,33,18,36,45,64,32,78,58,33,33,58,30
54,61,25,32,60,47,49,60,78,60,50,64,61
62,34,20,33,52,64,35,72,64,29,41,46,26
61,57,23,13,19,21,35,30,59,7,13,10,9
52,57,29,58,57,48,56,65,68,53,58,65,56
80,55,22,31,53,78,51,63,57,50,55,51,53
60,35,19,38,37,55,39,56,58,51,41,57,32
30,36,37,18,40,50,33,58,60,28,23,60,43
64,46,22,35,58,61,44,58,69,55,57,45,42
70,58,24,40,60,66,42,45,58,56,62,48,56
74,48,23,37,67,75,49,56,48,54,61,48,54
85,45,26,32,50,66,47,53,76,58,44,22,52
73,47,18,30,57,67,53,49,66,53,54,39,48
62,25,19,26,41,55,33,67,65,29,30,54,21
58,51,18,13,14,48,30,64,40,8,13,11,5
67,34,20,37,51,78,41,57,47,53,53,57,31
71,48,19,47,60,75,52,41,44,47,55,40,51
63,22,23,19,38,63,18,58,74,23,27,52,17
55,60,37,15,19,54,36,67,63,16,12,19,12
